property_type,district,price_vnd,area_clean,price_per_m2_clean,bedrooms,bathrooms,floors,frontage,acces_road,legal_status,furniture_state,seller_type
"Sổ hồng trao tay-Chính chủ gửi bán căn hộ Pearl Plaza 2PN cực phẩm giá siêu tốt, view sông triệu đô",Thạnh Mỹ Tây,9200000000.0,83.6,110047846.89,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Quỳnh Nguyễn -Premier Realty
"Bán căn hộ chung cư đẹp tại The Krista, 2PN có sổ hồng. Giá tốt từ 5.6 tỷ vnd, diện tích 78 m2",Bình Trưng,5600000000.0,78.0,71794871.79,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,TƯỜNG LOAN
Cần bán lô đất mặt tiền đường đôi công viên rộng 48m tại Cát Lái Quận 2.DT 5x20m (100m2)giá 85tr/m2,Cát Lái,8500000000.0,100.0,85000000.0,0.0,0.0,0.0,0.0,48.0,Sổ đỏ.,Không rõ,Phan Văn Thể
"Bán nhà ngay ĐH Văn Lang Đặng Thùy Trâm, P13 - Gần Rạch Xuyên Tâm, 4.5 x 15m, 4 tầng - Chỉ 11 tỷ TL",Bình Lợi Trung,11000000000.0,63.0,174603174.6,6.0,6.0,4.0,0.0,12.0,Sổ hồng,Không rõ,Thảo Nhi
Cần bán lô đất tại KDC Cát Lái Quận 2. Gần cụm trường học các cấp. DT 5x20m (100m2) giá 70 tr/m2,Cát Lái,7000000000.0,100.0,70000000.0,0.0,0.0,0.0,0.0,12.0,Sổ đỏ,Không rõ,Phan Văn Thể
"Căn duy nhất còn sót lại, ngang 5m có thang máy, bước 1 bước ra công viên Quận 7 - giá 17.5 tỷ",Tân Mỹ,17500000000.0,90.0,194444444.44,4.0,5.0,3.0,0.0,15.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Trịnh Ngọc Phúc
Đất trống tiện xây 5 tầng mới P17 Nguyễn Cửu Vân giáp Quận 1 chỉ 7.39 tỷ DT 52m2,Gia Định,7390000000.0,52.0,142115384.62,0.0,0.0,0.0,3.6,3.5,Sổ đỏ/ Sổ hồng.,Không rõ,Tô Hoài Nghĩa
"Sổ hồng sẵn - Chính chủ bán căn hộ Pearl Plaza 1PN view triệu đô, giá đầu tư sinh lợi ngay!",Thạnh Mỹ Tây,6800000000.0,53.0,128301886.79,1.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Quỳnh Nguyễn -Premier Realty
"Bán cao ốc Thịnh Vượng căn 2PN 1WC 57,1 m2, giá 3.2 tỷ. LH Loan0919 004 ***",Bình Trưng,3200000000.0,57.1,56042031.52,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,TƯỜNG LOAN
Lô đất mặt tiền siêu hiếm trục đường Thống Nhất (Đại Lộ Đông Tây) KĐT Bình Nguyên,Đông Hòa,8790000000.0,100.0,87900000.0,0.0,0.0,0.0,5.0,32.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồ Thị Tường Vy
"Căn 2PN De La Sol 84,84m², nội thất cơ bản - Giá 9,9 tỷ (bao toàn bộ chi phí)",Vĩnh Hội,9900000000.0,84.84,116690240.45,2.0,2.0,0.0,0.0,0.0,Hđmb,Cơ bản,Vũ Trà
"Kẹt tiền bán gấp lô đất 1 xẹc TX31 ngay chợ Thạnh Xuân, 80m2, đường thông ô tô",Thới An,3690000000.0,80.0,46125000.0,0.0,0.0,0.0,4.0,4.5,Sổ đỏ/ Sổ hồng,Không rõ,Phạm Long
"Cần bán căn 2PN 77.4m2 Opal Boulevard sổ hồng giá 3,65 tỷ bao thuế phí. LH ngay:0901 899 ***",Dĩ An,3650000000.0,77.4,47157622.74,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Huy Bình - Đất Xanh Hội Sở
Bán đất mặt tiền đường 59B Khu Tên Lửa 5mx20 tiện xây mới,Tân Tạo,8100000000.0,100.0,81000000.0,0.0,0.0,0.0,5.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Thanh Tùng
Chủ gửi bán gấp lô mặt tiền đường D5 16m trục chính khu Bình Nguyên hướng Đông Nam chỉ 5.5tỷ/100m2,Đông Hòa,5500000000.0,100.0,55000000.0,0.0,0.0,0.0,5.0,16.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Anh Khoa
"9670 - bán nhà 1T2L KDC P.Tân Hiệp, Tân Uyên - gần chợ bà tri - 148,1m2 - 4PN - sân ôtô - 4,9 tỷ TL",Tân Hiệp,4900000000.0,148.1,33085752.87,4.0,3.0,3.0,5.0,13.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đặng Lập
"Bán nhà mặt tiền Nam Kỳ Khởi Nghĩa (DT 197.5m2) vị trí KD đắc địa, đang cho thuê dòng tiền, giá tốt",Vũng Tàu,31000000000.0,197.5,156962025.32,2.0,2.0,2.0,7.7,20.0,Sổ đỏ/ Sổ hồng.,Cơ bản,Mr Tài Bđs Vũng Tàu
"Cần bán gấp lô đất(SHR) 1 xẹc Hà Huy Giáp khu phân lô VIP, 4x16 full thổ cư, đường 8m",An Phú Đông,3900000000.0,64.0,60937500.0,0.0,0.0,0.0,4.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Phạm Long
"Kẹt tiền cần bán gấp lô đất (SHR) Thạnh Xuân 62 ngay trường Tô Ngọc Vân, 50m2, đường 7m thông",Thới An,3090000000.0,50.0,61800000.0,0.0,0.0,0.0,4.0,7.0,Có sổ.,Không rõ,Phạm Long
"BHH - Bình Tân  - 74m2 (4x18.5m) 3 tầng BTCT, hẻm 7m xe hơi thông - chỉ 8 tỷ 45 TL",Bình Hưng Hòa,8450000000.0,74.0,114189189.19,4.0,4.0,3.0,4.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hồ Vũ Anh Tuấn
Chủ cần tiền KD nên nhượng gấp lô mặt tiền D1 khu Bình Nguyên sát Thống Nhất,Đông Hòa,6500000000.0,100.0,65000000.0,0.0,0.0,0.0,5.0,32.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồ Thị Tường Vy
"Bán nhà mặt tiền Huyền Trân Công Chúa, P8 (DT: 170.2m2) + nhà 1T + 2L + vị trí KD, giá tốt",Tam Thắng,18300000000.0,170.2,107520564.04,3.0,3.0,3.0,5.8,22.0,Sổ đỏ/ Sổ hồng.,Không rõ,Mr Tài Bđs Vũng Tàu
Chủ cần tiền mua nhà Sài Gòn nên bán nhanh biệt thự 300m2 KĐT Bình Nguyên,Đông Hòa,12500000000.0,300.0,41666666.67,0.0,0.0,0.0,15.0,16.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Anh Khoa
"Đất MT đường 12, Trường Thọ, ngang 7m, xây văn phòng, gần Vành Đai 2, ga Metro, TTTP. Thủ Đức",Thủ Đức,9850000000.0,108.6,90699815.84,0.0,0.0,0.0,7.0,8.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Trinh
"Bán căn hộ 2PN Vista Verde 89,1m² full nội thất đẹp - Sổ hồng sẵn - Giá 8,25 tỷ bao hết",Cát Lái,8250000000.0,89.1,92592592.59,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Vũ Trà
"Độc quyền căn 2PN giá tốt nhất giỏ hàng - Ưu đãi cao, tặng suất đậu ô tô định danh",An Khánh,6200000000.0,66.45,93303235.52,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Đinh Văn Khiêm
Đất nền trung tâm Phước Hòa sổ riêng giá chỉ 1.1 tỷ,Phước Hòa,1100000000.0,100.0,11000000.0,0.0,0.0,0.0,0.0,16.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồng Ngọc
"Bán nhà mới 1/ đường số 2 gần ngã 3 Mã Lò và Lê Văn Quới (4m*16m-6ty98 TL) hẻm nhựa 7m đúc 4,5 tấm",Bình Hưng Hòa,6980000000.0,64.0,109062500.0,5.0,6.0,5.0,4.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Vương Nghĩa
Bán đất KDC Minh Tuấn Đỗ Xuân Hợp - Cách mặt Đỗ Xuân Hợp chỉ 30m - Giá 12.8 tỷ,Phước Long,12800000000.0,80.0,160000000.0,0.0,0.0,0.0,5.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Thành Vinh
"Mặt tiền lớn đường số gần bệnh viện Lê Văn Thịnh. Ở hoặc mở VP công ty đều tiện, xe hơi đậu sân",Cát Lái,10280000000.0,74.0,138918918.92,4.0,4.0,4.0,4.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Công Phong
"Chỉ 9,8 tỷ, mặt tiền đại lộ Nguyễn Văn Linh Q. 7, ngang 8.9m dài 10m",Tân Thuận,9800000000.0,70.0,140000000.0,4.0,3.0,3.0,8.9,60.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồ Anh
"Kẹt tiền bán gấp nhà(SHR) Quốc Lộ 1A ngay đại học Nguyễn Tất Thành, 4x13, 2 tầng, 3PN",An Phú Đông,4380000000.0,52.0,84230769.23,3.0,2.0,2.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Phạm Long
"Chỉ 9,7 tỷ (60 triệu/m2) nhà DT: 4,3x37m (160m2) đường nhựa 6m thông ra Huỳnh Tấn Phát Q.7",Phú Thuận,9700000000.0,160.0,60625000.0,4.0,4.0,2.0,4.3,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồ Anh
"Bán lô góc hai mặt tiền 167.5m2 KDT Bình Nguyên Đông Hòa, TP. HCM",Đông Hòa,10900000000.0,167.5,65074626.87,0.0,0.0,0.0,9.0,17.0,Sổ đỏ/ Sổ hồng,Không rõ,Võ Chí Công
Bán căn 2PN 2WC 78.8m2 full nội thất tầng đẹp view đẹp sổ sẵn công chứng sang tên ngay C Sky View,Thủ Dầu Một,2350000000.0,78.8,29822335.03,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Lê Thái Toàn
Bán đất biệt thự Minh Tuấn ngay Đỗ Xuân Hợp đầy đủ sổ đỏ giá 105tr/m2 giá chính chủ cần bán,Phước Long,26250000000.0,250.0,105000000.0,0.0,0.0,0.0,10.0,12.0,Sổ đỏ/ Sổ hồng sdc,Không rõ,Thành Vinh
Chính chủ gửi bán căn biệt thự 252m2 tại VHGP view sông giá tốt nhất trục đường 41 tỷ total sẵn sổ,Long Bình,41000000000.0,252.0,162698412.7,0.0,0.0,4.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Yên Nhật Vinhomes
"Nhà 2 mặt thoáng 173m2, ngang 6m, ngay khu trung tâm hành chính Quận 2. Bước chân qua Đảo Kim Cương",Cát Lái,12800000000.0,173.0,73988439.31,5.0,4.0,3.0,6.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Công Phong
Cần bán lô đất 100m2 đối diện chung cư trong Khu Đô Thị Bình Nguyên,Đông Hòa,6200000000.0,100.0,62000000.0,0.0,0.0,0.0,5.0,19.0,Sổ đỏ/ Sổ hồng,Không rõ,Võ Chí Công
"Bán nhà HXH thông Thới An Q12, 4x17 5 tầng 6.55 tỷ TL",Thới An,6550000000.0,66.4,98644578.31,4.0,5.0,5.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Thị Ngọc Trâm
Top 1 thị trường Vinhomes Grand Park nhà phố 84m2 14.5 tỷ total đường thông hướng mát,Long Bình,14500000000.0,84.0,172619047.62,0.0,0.0,5.0,7.0,9.0,Sổ đỏ/ Sổ hồng,Cơ bản,Yên Nhật Vinhomes
Nhà đẹp Q4 - Căn góc - 26m2 - 3 tầng - không QH - chỉ 3.15 tỷ,Khánh Hội,3150000000.0,26.0,121153846.15,2.0,3.0,3.0,4.8,2.5,Sổ đỏ/ Sổ hồng,Đầy đủ,Đặng Phước Thịnh
"Quận 5 cc Xóm Cải 59m2 nhà đẹp giá 2,8tỷ",An Đông,2800000000.0,59.0,47457627.12,1.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Ninh Huệ
"Bán nhà 4 tầng đường Tân Kỳ Tân Quý, gần chung cư An Gia Garden, Aeon Mall, giá 9.9 tỷ",Tân Sơn Nhì,9900000000.0,56.1,176470588.24,4.0,5.0,4.0,4.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Đỗ Ngọc Tài
"Gấp bán 6.2 tỷ - hẻm trước nhà 4m - nhà 5 tầng 5PN 5WC - sổ 52,1m² (4,48 x 12,5)",Xóm Chiếu,6200000000.0,52.1,119001919.39,5.0,5.0,5.0,0.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Trọng Văn
Nhà phố hiện đại full NT - Hẻm 3m Đường Lưu Trọng Lư - Cách MT chỉ 20m,Tân Thuận,3990000000.0,22.5,177333333.33,2.0,2.0,2.0,0.0,3.0,Sổ đỏ/ Sổ hồng,Full NT.,Hiền Phạm
"Bán dãy nhà phố cao cấp có thang máy đường Lê Trọng Tấn giáp Tân Phú, 4x20m x 5 tầng, 9,2 tỷ",Bình Hưng Hòa,9200000000.0,81.0,113580246.91,4.0,7.0,5.0,4.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bảo Nguyễn
"Bán đất 6x24.4m, hẻm Nguyễn Hữu Cảnh P. Đông Hòa gần trường cấp 1,2",Đông Hòa,5500000000.0,148.1,37137069.55,0.0,0.0,0.0,6.0,3.5,Sổ đỏ/ Sổ hồng,Không rõ,Lê Đức Cường
"Nhà 2 lầu 1 trệt 4x14m gần nhà thờ Khiết Tâm, trường học 1,2,3 100m đường 6m xe hơi tận nhà",Tam Bình,4700000000.0,55.0,85454545.45,0.0,0.0,3.0,4.0,6.0,Sổ đỏ.,Không rõ,Trần Vũ Đại Dương
Chỉ 4.05 tỷ sở hữu tổ ấm quận 5 mới đẹp 155 Nguyễn Chí Thanh chìa khóa trao tay,An Đông,4050000000.0,60.4,67052980.13,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Nhà Chung Cư
"Nhà 90m2 ngang 5m gần ngã 3 Nguyễn Xiển - Nguyễn Văn Tăng, giá 3,99 tỷ",Tăng Nhơn Phú,3990000000.0,90.0,44333333.33,1.0,0.0,0.0,5.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồ Ngọc Thành
Bán căn Phúc Đạt 2PN giá thật 100% không ảo đã sổ tầng view đẹp nhất tòa,Đông Hòa,2380000000.0,61.0,39016393.44,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Trọng Nhân
"220m2 KDC Vĩnh Phú 1 - Biệt thự view sông - sổ hồng riêng - đường nhựa 12m - giá 8,59 tỷ",Bình Hòa,8590000000.0,220.0,39045454.55,0.0,0.0,0.0,10.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Ngọc Báu
"Chủ ngộp cần bán gấp lô đất Tân Thông Hội 1,5 tỷ cách cầu vượt Củ Chi 500m sổ hồng riêng",Củ Chi,1500000000.0,101.0,14851485.15,0.0,0.0,0.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Hữu Tài
Bán gấp căn hộ 2PN + 3tỷ1 full nội thất sổ hồng công chứng nhanh,Long Bình,3100000000.0,69.0,44927536.23,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Full NT.,Xuân Hoàng
"2 mặt tiền Tỉnh Lộ 43 (8,4*6,3m) hiếm có, 2 lầu 1 trệt, vị trí kinh doanh đỉnh, chỉ 5,2 tỷ",Tam Bình,5200000000.0,57.0,91228070.18,3.0,3.0,2.0,8.4,8.0,Sổ đỏ/ Sổ hồng,Không nội thất,Trần Vũ Đại Dương
"1,3 tỷ có ngay nền đất trung tâm đường Hồ Văn Tắng. 90,3m2 sổ hồng riêng, hỗ trợ vay tối đa",Củ Chi,1300000000.0,90.3,14396456.26,0.0,0.0,0.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Hữu Tài
"Nhà đẹp hiện đại xây mới đường Số 9, BHH, giáp Tân Phú, 60m2 x 5 tầng, giá tốt 7,8 tỷ",Bình Hưng Hòa,7800000000.0,60.0,130000000.0,5.0,5.0,5.0,4.0,8.0,Sổ hồng,Full nội thất cao cấp,Bảo Nguyễn
"Bán nhà 60,2m2 đường thông, giá tốt nhất đường Số 11 khu Linh Xuân",Linh Xuân,4300000000.0,60.2,71428571.43,1.0,1.0,1.0,4.0,6.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hồ Ngọc Thành
Bán gấp nhà 1 trệt 3 lầu sổ hồng riêng (thang máy) Phan Chu Trinh DT 102m2 giá 12 tỷ cách biển 500m,Vũng Tàu,12000000000.0,102.0,117647058.82,6.0,0.0,4.0,5.0,7.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Nguyễn Quốc Dũng
Nhà 3 lầu 200m2 sàn đường Số 6 - chợ Bình Triệu - HCB bán nhanh,Hiệp Bình,6000000000.0,48.0,125000000.0,7.0,6.0,4.0,4.0,4.0,Sổ đỏ/ Sổ hồng.,Cơ bản,Hồ Ngọc Thành
Siêu phẩm Tân Phú - MT Đô Đốc Thủ khu vip ngay Độc Lập - Tân Hương 4x24m đúc 1 lầu - chỉ 11.7 tỷ TL,Phú Thọ Hòa,11700000000.0,96.0,121875000.0,3.0,3.0,2.0,4.0,12.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Hữu Trọng
"Nhà hẻm 5m Trần Xuân Soạn Tân Hưng Q7 ngang 7.3m hiếm, 2 căn dòng tiền 20tr/tháng, sổ hồng 8.7 tỷ",Tân Hưng,8700000000.0,71.0,122535211.27,4.0,4.0,2.0,7.3,5.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Minh Tuấn
Nhà MT gần chợ đường Số 8 - Linh Xuân - Thủ Đức giá 64tr/m2,Linh Xuân,9400000000.0,147.0,63945578.23,12.0,0.0,0.0,6.0,0.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hồ Ngọc Thành
Đất 108m2 mặt tiền đường Số 49 - Phạm Văn Đồng vị trí đẹp,Hiệp Bình,8600000000.0,108.0,79629629.63,0.0,0.0,0.0,5.2,12.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hồ Ngọc Thành
"Nhà 40m2 trệt lầu ngay ngã 4 Tô Ngọc Vân - Phạm Văn Đồng chốt 2,65 tỷ",Hiệp Bình,2650000000.0,40.0,66250000.0,2.0,2.0,2.0,4.3,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hồ Ngọc Thành
"Đất 169m2 ngang 14m, tặng 1 nhà kho + 4 phòng trọ",Thủ Đức,9900000000.0,169.0,58579881.66,0.0,0.0,0.0,14.0,10.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hồ Ngọc Thành
Bán rẻ 250m2 nền biệt thự KDC 47ha An Phú Tây giá 7.8 tỷ,Bình Chánh,7800000000.0,250.0,31200000.0,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Minh Thanh
"Đất 72,8m2 ngang 5m đường Hiệp Bình giá rẻ khu vực",Hiệp Bình,7300000000.0,72.8,100274725.27,0.0,0.0,0.0,5.0,0.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hồ Ngọc Thành
Siêu phẩm xây nhà nghỉ - hoặc khách sạn - Thuộc Long Hải - BRVT,Long Hải,7800000000.0,279.5,27906976.74,0.0,0.0,0.0,13.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Minh Tuyết
"Đất giá rẻ 3,68 tỷ đường số 25 - Khu bên sông Hiệp Bình Chánh",Hiệp Bình,3680000000.0,37.0,99459459.46,0.0,0.0,0.0,5.0,3.0,Sổ đỏ/ Sổ hồng.,Không rõ,Hồ Ngọc Thành
"Nhà 4.8x15m = 71m2 đường Ngô Chí Quốc, ngay gần Vành Đai 2 giá rẻ",Tam Bình,4800000000.0,71.0,67605633.8,2.0,1.0,2.0,4.8,6.0,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hồ Ngọc Thành
"Bán nhà mặt tiền Nguyễn Sỹ Sách, Tân Bình, 4x15.5m chỉ 10 tỷ, vị trí KD đỉnh, dòng tiền 23tr",Tân Sơn,10000000000.0,62.0,161290322.58,2.0,2.0,2.0,4.0,18.5,Sổ đỏ/ Sổ hồng,Cơ bản,Nguyễn Tuấn Phương
"Bán lô đất vườn bưởi có 263,8m2 tại Trừ Văn Thố Hồ Chi Minh, giá 950 triệu",Trừ Văn Thố,950000000.0,263.8,3601213.04,0.0,0.0,0.0,5.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Ngọc Ngân
Hàng nóng! Đất ngay Hoàng Hữu Nam cần bán gấp trả nợ,Tăng Nhơn Phú,7200000000.0,105.0,68571428.57,0.0,0.0,0.0,0.0,16.0,Sổ đỏ/ Sổ hồng,Không rõ,Hồ Ngọc Thành
"Bán căn hộ Belleza. DT 98.7m2, 3PN, 2WC, view sông, hướng N, sổ hồng, giá 5.050tỷ. LH: Trúc",Tân Mỹ,5050000000.0,98.7,51165146.91,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Thu Trúc
"SG Intela 50m2, tầng trung, view ngoài giá 2.090 tỷ bao thuế phí",Bình Hưng,2090000000.0,50.0,41800000.0,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Nội thất cơ bản.,Nguyễn Trinh
Nhà cũ tiện xây CHDV rẻ nhất Phan Xích Long đơn giá chỉ 179 triệu/m2 ngang lớn,Cầu Kiệu,30000000000.0,167.1,179533213.64,2.0,2.0,2.0,8.63,30.0,Sổ đỏ/ Sổ hồng,Không rõ,Đại Long
"Nhà đẹp ngang 6m, HXH, 4 tầng BTCT 4PN - gần MT Huỳnh Tấn Phát 6 tỷ 150 - TL",Nhà Bè,6150000000.0,57.4,107142857.14,4.0,3.0,4.0,6.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Mr Đàm
"Xô Viết Nghệ Tĩnh - 46.1m2 - có PN trệt - full nội thất - P25, Bình Thạnh - 6.3 tỷ",Thạnh Mỹ Tây,6300000000.0,46.1,136659436.01,3.0,3.0,3.0,4.1,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,PHẠM THỊ KIM HUỆ
"Bán 300m2 đất đã xây kho hàng tại khu dân cư An Thạnh, Thuận An, HCM (Bình Dương cũ) giá 8,9 tỷ VND",Thuận An,8900000000.0,300.0,29666666.67,0.0,0.0,0.0,10.0,10.0,Sổ đỏ/ Sổ hồng,Không nội thất,Phan Danh Hoàng
Đất sào vườn Bưởi có thổ cư 100m2 Trừ Văn Thố - Bàu Bàng giá giảm sâu,Trừ Văn Thố,1400000000.0,100.0,14000000.0,0.0,0.0,0.0,19.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Võ Thanh Thảo
"Sốc giảm gấp 5 tỷ bán nhà 10 Phạm Vấn Quận Tân Phú 5.03x27.33m nhà 1lầu, giá bán 19 tỷ thương lượng",Phú Thọ Hòa,19000000000.0,138.0,137681159.42,0.0,0.0,2.0,5.03,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Minh Tân
"Nhà(4,4*9m) 2 tầng ở Âu Dương Lân và Tạ Quang Bửu P3 Q8, SHR hoàn công đủ, tiện đi Q5,1,0934 123 ***",Chánh Hưng,4680000000.0,38.0,123157894.74,2.0,2.0,2.0,4.4,3.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Phan Tuấn Hòa
"Cập nhật nền đẹp nhất dự án, góc 2 MT biệt thự nhà phố Bình Nguyên: 167.5m2",Đông Hòa,9500000000.0,167.5,56716417.91,0.0,0.0,0.0,0.0,16.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Anh Khoa
"Bán CHDV 6 tầng có hầm Phan Văn Trị, thu 50tr/tháng giá 9,7 tỷ",Bình Thạnh,9700000000.0,58.0,167241379.31,9.0,10.0,6.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Lưu Quản An
"Tầng trệt, CX Thanh Đa Lô Chữ, không quy hoạch, 3m x 18m, 2PN, đường 8m thông",Bình Quới,2630000000.0,54.0,48703703.7,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hiếu Tám Chín
"Đất vuông vức ngang 5m - ngay Quốc lộ 13, P. Hiệp Bình - Kế bên chợ đầu mối Thủ Đức",Hiệp Bình,5500000000.0,80.0,68750000.0,0.0,0.0,0.0,5.0,6.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Anh Tiến
"Bán đất 5x20m, đường số 1 KDC Đông Hòa p. Đông Hòa gần trường cấp 1,2",Đông Hòa,4550000000.0,100.0,45500000.0,0.0,0.0,0.0,5.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Liên Thị Kim Yến
Phường Long Nguyên - TP.HCM bán nhanh lô 3 mặt tiền sổ sẵn tại nhà,Long Nguyên,1000000000.0,100.0,10000000.0,0.0,0.0,0.0,5.0,13.0,Sổ đỏ/ Sổ hồng,Không rõ,Thu Vi
Nhà MT TL57 - đường 10m - ô tô ngủ trong nhà,An Phú Đông,5400000000.0,84.0,64285714.29,4.0,5.0,3.0,4.0,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Ngọc Kiều
Chuyển nhượng The River - Giá chỉ 17.5 tỷ all in rẻ nhất dự án - view hồ bơi thoáng mát - đã có sổ,An Khánh,17500000000.0,94.0,186170212.77,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Sơn Nguyễn
"Chính chủ: Bán nhà 3 tầng đường Thạnh Xuân 24, quận 12 (hẻm 1 sẹc 10m)",Thới An,6200000000.0,84.0,73809523.81,3.0,4.0,3.0,4.2,10.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chú Nhạc
Bán nền biệt thự ngang 10x23m khu dân cư Hoàng Anh Minh Tuấn Q9 chỉ 50m ra Global City Đỗ Xuân Hợp,Phước Long,23950000000.0,223.8,107015192.14,0.0,0.0,0.0,10.0,12.0,Sổ đỏ/ Sổ hồng,Không rõ,Nguyễn Linh
"Nhà mới HXH 5m 449/ Trường Chinh - Gần CC Harmona, 4x13m vuông vức 3 Lầu ST. Giá 9.9 tỷ",Tân Bình,9900000000.0,52.0,190384615.38,5.0,6.0,5.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ngọc Hân Victory Real
"Đất thật - người thật - giá thật. 343.3m2 có 100m2 TC, hiện hữu nhựa 8m. Dân cư đông đúc. Giá 650tr",An Long,650000000.0,343.3,1893387.71,0.0,0.0,0.0,5.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Chí Thanh
"Bán đất 80,7m2 tại Trần Văn Chẩm, 1,5 tỷ, xã Tân Thông Hội, Củ Chi",Củ Chi,1500000000.0,80.7,18587360.59,0.0,0.0,0.0,5.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Đào Xuân Thành
"Giảm 300tr chủ cần tiền bán nhanh mảnh đất đẹp, ngay đường DT743, vừa ở vừa kinh doanh",Thuận Giao,3690000000.0,77.2,47797927.46,0.0,0.0,0.0,5.0,8.0,Sổ đỏ/ Sổ hồng,Không rõ,Cao Phương
"Đất nền Tam An, sổ riêng, thổ cư. Giá bán nhanh 1 tỷ 350tr",Long Điền,1350000000.0,105.4,12808349.15,0.0,0.0,0.0,0.0,8.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Ngọc Sơn
